Date,Country,region,cases,deaths,recoveries,delta cases,delta deaths,delta recoveries
2003-05-26,"Taiwan, China",east_asian,7632,656,4219,1.0,1.0,1.0
2003-05-26,Republic of Korea,east_asian,7632,656,4219,1.0,1.0,1.0
2003-05-27,France,western_europe,30,0,29,0.0,0.0,0.0
2003-05-27,Germany,western_europe,30,0,29,1.0,1.0,1.0
2003-05-27,Italy,western_europe,30,0,29,1.0,1.0,1.0
2003-05-27,Spain,western_europe,30,0,29,1.0,1.0,1.0
2003-05-27,United Kingdom,western_europe,30,0,29,1.0,1.0,1.0
2003-05-27,Indonesia,south_east_asian,296,42,242,267.0,43.0,214.0
2003-05-27,Malaysia,south_east_asian,296,42,242,1.0,1.0,1.0
2003-05-27,Philippines,south_east_asian,296,42,242,1.0,1.0,1.0
2003-05-27,Singapore,south_east_asian,296,42,242,1.0,1.0,1.0
2003-05-27,Thailand,south_east_asian,296,42,242,1.0,1.0,1.0
2003-05-27,Viet Nam,south_east_asian,296,42,242,1.0,1.0,1.0
2003-05-27,China,east_asian,7651,666,4343,7356.0,625.0,4102.0
2003-05-27,"Hong Kong SAR, China",east_asian,7651,666,4343,1.0,1.0,1.0
2003-05-27,"Macao SAR, China",east_asian,7651,666,4343,1.0,1.0,1.0
2003-05-27,"Taiwan, China",east_asian,7651,666,4343,1.0,1.0,1.0
2003-05-27,Republic of Korea,east_asian,7651,666,4343,1.0,1.0,1.0
2003-05-28,France,western_europe,30,0,29,0.0,0.0,0.0
2003-05-28,Germany,western_europe,30,0,29,1.0,1.0,1.0
2003-05-28,Italy,western_europe,30,0,29,1.0,1.0,1.0
2003-05-28,Spain,western_europe,30,0,29,1.0,1.0,1.0
2003-05-28,United Kingdom,western_europe,30,0,29,1.0,1.0,1.0
2003-05-28,Indonesia,south_east_asian,296,42,244,267.0,43.0,216.0
2003-05-28,Malaysia,south_east_asian,296,42,244,1.0,1.0,1.0
2003-05-28,Philippines,south_east_asian,296,42,244,1.0,1.0,1.0
2003-05-28,Singapore,south_east_asian,296,42,244,1.0,1.0,1.0
2003-05-28,Thailand,south_east_asian,296,42,244,1.0,1.0,1.0
2003-05-28,Viet Nam,south_east_asian,296,42,244,1.0,1.0,1.0
2003-05-28,China,east_asian,7668,676,4445,7373.0,635.0,4202.0
2003-05-28,"Hong Kong SAR, China",east_asian,7668,676,4445,1.0,1.0,1.0
2003-05-28,"Macao SAR, China",east_asian,7668,676,4445,1.0,1.0,1.0
2003-05-28,"Taiwan, China",east_asian,7668,676,4445,1.0,1.0,1.0
2003-05-28,Republic of Korea,east_asian,7668,676,4445,1.0,1.0,1.0
2003-05-29,France,western_europe,30,0,29,0.0,0.0,0.0
2003-05-29,Germany,western_europe,30,0,29,1.0,1.0,1.0
2003-05-29,Italy,western_europe,30,0,29,1.0,1.0,1.0
2003-05-29,Spain,western_europe,30,0,29,1.0,1.0,1.0
2003-05-29,United Kingdom,western_europe,30,0,29,1.0,1.0,1.0
2003-05-29,Indonesia,south_east_asian,296,42,244,267.0,43.0,216.0
2003-05-29,Malaysia,south_east_asian,296,42,244,1.0,1.0,1.0
2003-05-29,Philippines,south_east_asian,296,42,244,1.0,1.0,1.0
2003-05-29,Singapore,south_east_asian,296,42,244,1.0,1.0,1.0
2003-05-29,Thailand,south_east_asian,296,42,244,1.0,1.0,1.0
2003-05-29,Viet Nam,south_east_asian,296,42,244,1.0,1.0,1.0
2003-05-29,China,east_asian,7721,681,4547,7426.0,640.0,4304.0
2003-05-29,"Hong Kong SAR, China",east_asian,7721,681,4547,1.0,1.0,1.0
2003-05-29,"Macao SAR, China",east_asian,7721,681,4547,1.0,1.0,1.0
2003-05-29,"Taiwan, China",east_asian,7721,681,4547,1.0,1.0,1.0
2003-05-29,Republic of Korea,east_asian,7721,681,4547,1.0,1.0,1.0
2003-05-30,France,western_europe,30,0,29,0.0,0.0,0.0
2003-05-30,Germany,western_europe,30,0,29,1.0,1.0,1.0
2003-05-30,Italy,western_europe,30,0,29,1.0,1.0,1.0
2003-05-30,Spain,western_europe,30,0,29,1.0,1.0,1.0
2003-05-30,United Kingdom,western_europe,30,0,29,1.0,1.0,1.0
2003-05-30,Indonesia,south_east_asian,296,42,244,267.0,43.0,216.0
2003-05-30,Malaysia,south_east_asian,296,42,244,1.0,1.0,1.0
2003-05-30,Philippines,south_east_asian,296,42,244,1.0,1.0,1.0
2003-05-30,Singapore,south_east_asian,296,42,244,1.0,1.0,1.0
2003-05-30,Thailand,south_east_asian,296,42,244,1.0,1.0,1.0
2003-05-30,Viet Nam,south_east_asian,296,42,244,1.0,1.0,1.0
2003-05-30,China,east_asian,7735,683,4682,7440.0,642.0,4439.0
2003-05-30,"Hong Kong SAR, China",east_asian,7735,683,4682,1.0,1.0,1.0
2003-05-30,"Macao SAR, China",east_asian,7735,683,4682,1.0,1.0,1.0
2003-05-30,"Taiwan, China",east_asian,7735,683,4682,1.0,1.0,1.0
2003-05-30,Republic of Korea,east_asian,7735,683,4682,1.0,1.0,1.0
2003-05-31,France,western_europe,31,0,29,0.0,0.0,0.0
2003-05-31,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-05-31,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-05-31,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-05-31,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-05-31,Indonesia,south_east_asian,296,42,244,266.0,43.0,216.0
2003-05-31,Malaysia,south_east_asian,296,42,244,1.0,1.0,1.0
2003-05-31,Philippines,south_east_asian,296,42,244,1.0,1.0,1.0
2003-05-31,Singapore,south_east_asian,296,42,244,1.0,1.0,1.0
2003-05-31,Thailand,south_east_asian,296,42,244,1.0,1.0,1.0
2003-05-31,Viet Nam,south_east_asian,296,42,244,1.0,1.0,1.0
2003-05-31,China,east_asian,7747,691,4813,7452.0,650.0,4570.0
2003-05-31,"Hong Kong SAR, China",east_asian,7747,691,4813,1.0,1.0,1.0
2003-05-31,"Macao SAR, China",east_asian,7747,691,4813,1.0,1.0,1.0
2003-05-31,"Taiwan, China",east_asian,7747,691,4813,1.0,1.0,1.0
2003-05-31,Republic of Korea,east_asian,7747,691,4813,1.0,1.0,1.0
2003-06-02,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-02,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-02,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-02,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-02,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-02,Indonesia,south_east_asian,296,42,244,266.0,43.0,216.0
2003-06-02,Malaysia,south_east_asian,296,42,244,1.0,1.0,1.0
2003-06-02,Philippines,south_east_asian,296,42,244,1.0,1.0,1.0
2003-06-02,Singapore,south_east_asian,296,42,244,1.0,1.0,1.0
2003-06-02,Thailand,south_east_asian,296,42,244,1.0,1.0,1.0
2003-06-02,Viet Nam,south_east_asian,296,42,244,1.0,1.0,1.0
2003-06-02,China,east_asian,7762,697,4952,7467.0,656.0,4709.0
2003-06-02,"Hong Kong SAR, China",east_asian,7762,697,4952,1.0,1.0,1.0
2003-06-02,"Macao SAR, China",east_asian,7762,697,4952,1.0,1.0,1.0
2003-06-02,"Taiwan, China",east_asian,7762,697,4952,1.0,1.0,1.0
2003-06-02,Republic of Korea,east_asian,7762,697,4952,1.0,1.0,1.0
2003-06-03,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-03,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-03,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-03,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-03,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-03,Indonesia,south_east_asian,296,42,244,266.0,43.0,216.0
2003-06-03,Malaysia,south_east_asian,296,42,244,1.0,1.0,1.0
2003-06-03,Philippines,south_east_asian,296,42,244,1.0,1.0,1.0
2003-06-03,Singapore,south_east_asian,296,42,244,1.0,1.0,1.0
2003-06-03,Thailand,south_east_asian,296,42,244,1.0,1.0,1.0
2003-06-03,Viet Nam,south_east_asian,296,42,244,1.0,1.0,1.0
2003-06-03,China,east_asian,7759,698,5024,7464.0,657.0,4781.0
2003-06-03,"Hong Kong SAR, China",east_asian,7759,698,5024,1.0,1.0,1.0
2003-06-03,"Macao SAR, China",east_asian,7759,698,5024,1.0,1.0,1.0
2003-06-03,"Taiwan, China",east_asian,7759,698,5024,1.0,1.0,1.0
2003-06-03,Republic of Korea,east_asian,7759,698,5024,1.0,1.0,1.0
2003-06-04,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-04,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-04,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-04,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-04,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-04,Indonesia,south_east_asian,296,42,244,266.0,43.0,216.0
2003-06-04,Malaysia,south_east_asian,296,42,244,1.0,1.0,1.0
2003-06-04,Philippines,south_east_asian,296,42,244,1.0,1.0,1.0
2003-06-04,Singapore,south_east_asian,296,42,244,1.0,1.0,1.0
2003-06-04,Thailand,south_east_asian,296,42,244,1.0,1.0,1.0
2003-06-04,Viet Nam,south_east_asian,296,42,244,1.0,1.0,1.0
2003-06-04,China,east_asian,7759,698,5289,7464.0,657.0,5046.0
2003-06-04,"Hong Kong SAR, China",east_asian,7759,698,5289,1.0,1.0,1.0
2003-06-04,"Macao SAR, China",east_asian,7759,698,5289,1.0,1.0,1.0
2003-06-04,"Taiwan, China",east_asian,7759,698,5289,1.0,1.0,1.0
2003-06-04,Republic of Korea,east_asian,7759,698,5289,1.0,1.0,1.0
2003-06-05,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-05,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-05,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-05,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-05,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-05,Indonesia,south_east_asian,296,42,244,266.0,43.0,216.0
2003-06-05,Malaysia,south_east_asian,296,42,244,1.0,1.0,1.0
2003-06-05,Philippines,south_east_asian,296,42,244,1.0,1.0,1.0
2003-06-05,Singapore,south_east_asian,296,42,244,1.0,1.0,1.0
2003-06-05,Thailand,south_east_asian,296,42,244,1.0,1.0,1.0
2003-06-05,Viet Nam,south_east_asian,296,42,244,1.0,1.0,1.0
2003-06-05,China,east_asian,7758,701,5374,7463.0,660.0,5131.0
2003-06-05,"Hong Kong SAR, China",east_asian,7758,701,5374,1.0,1.0,1.0
2003-06-05,"Macao SAR, China",east_asian,7758,701,5374,1.0,1.0,1.0
2003-06-05,"Taiwan, China",east_asian,7758,701,5374,1.0,1.0,1.0
2003-06-05,Republic of Korea,east_asian,7758,701,5374,1.0,1.0,1.0
2003-06-06,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-06,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-06,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-06,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-06,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-06,Indonesia,south_east_asian,296,42,244,266.0,43.0,216.0
2003-06-06,Malaysia,south_east_asian,296,42,244,1.0,1.0,1.0
2003-06-06,Philippines,south_east_asian,296,42,244,1.0,1.0,1.0
2003-06-06,Singapore,south_east_asian,296,42,244,1.0,1.0,1.0
2003-06-06,Thailand,south_east_asian,296,42,244,1.0,1.0,1.0
2003-06-06,Viet Nam,south_east_asian,296,42,244,1.0,1.0,1.0
2003-06-06,China,east_asian,7759,705,5480,7464.0,664.0,5237.0
2003-06-06,"Hong Kong SAR, China",east_asian,7759,705,5480,1.0,1.0,1.0
2003-06-06,"Macao SAR, China",east_asian,7759,705,5480,1.0,1.0,1.0
2003-06-06,"Taiwan, China",east_asian,7759,705,5480,1.0,1.0,1.0
2003-06-06,Republic of Korea,east_asian,7759,705,5480,1.0,1.0,1.0
2003-06-09,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-09,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-09,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-09,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-09,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-09,Indonesia,south_east_asian,297,42,247,267.0,43.0,219.0
2003-06-09,Malaysia,south_east_asian,297,42,247,1.0,1.0,1.0
2003-06-09,Philippines,south_east_asian,297,42,247,1.0,1.0,1.0
2003-06-09,Singapore,south_east_asian,297,42,247,1.0,1.0,1.0
2003-06-09,Thailand,south_east_asian,297,42,247,1.0,1.0,1.0
2003-06-09,Viet Nam,south_east_asian,297,42,247,1.0,1.0,1.0
2003-06-09,China,east_asian,7765,709,5812,7469.0,668.0,5566.0
2003-06-09,"Hong Kong SAR, China",east_asian,7765,709,5812,1.0,1.0,1.0
2003-06-09,"Macao SAR, China",east_asian,7765,709,5812,1.0,1.0,1.0
2003-06-09,"Taiwan, China",east_asian,7765,709,5812,1.0,1.0,1.0
2003-06-09,Republic of Korea,east_asian,7765,709,5812,1.0,1.0,1.0
2003-06-10,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-10,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-10,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-10,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-10,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-10,Indonesia,south_east_asian,297,42,247,267.0,43.0,219.0
2003-06-10,Malaysia,south_east_asian,297,42,247,1.0,1.0,1.0
2003-06-10,Philippines,south_east_asian,297,42,247,1.0,1.0,1.0
2003-06-10,Singapore,south_east_asian,297,42,247,1.0,1.0,1.0
2003-06-10,Thailand,south_east_asian,297,42,247,1.0,1.0,1.0
2003-06-10,Viet Nam,south_east_asian,297,42,247,1.0,1.0,1.0
2003-06-10,China,east_asian,7772,714,5985,7476.0,673.0,5739.0
2003-06-10,"Hong Kong SAR, China",east_asian,7772,714,5985,1.0,1.0,1.0
2003-06-10,"Macao SAR, China",east_asian,7772,714,5985,1.0,1.0,1.0
2003-06-10,"Taiwan, China",east_asian,7772,714,5985,1.0,1.0,1.0
2003-06-10,Republic of Korea,east_asian,7772,714,5985,1.0,1.0,1.0
2003-06-11,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-11,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-11,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-11,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-11,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-11,Indonesia,south_east_asian,297,42,247,267.0,43.0,219.0
2003-06-11,Malaysia,south_east_asian,297,42,247,1.0,1.0,1.0
2003-06-11,Philippines,south_east_asian,297,42,247,1.0,1.0,1.0
2003-06-11,Singapore,south_east_asian,297,42,247,1.0,1.0,1.0
2003-06-11,Thailand,south_east_asian,297,42,247,1.0,1.0,1.0
2003-06-11,Viet Nam,south_east_asian,297,42,247,1.0,1.0,1.0
2003-06-11,China,east_asian,7774,714,6106,7478.0,673.0,5860.0
2003-06-11,"Hong Kong SAR, China",east_asian,7774,714,6106,1.0,1.0,1.0
2003-06-11,"Macao SAR, China",east_asian,7774,714,6106,1.0,1.0,1.0
2003-06-11,"Taiwan, China",east_asian,7774,714,6106,1.0,1.0,1.0
2003-06-11,Republic of Korea,east_asian,7774,714,6106,1.0,1.0,1.0
2003-06-12,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-12,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-12,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-12,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-12,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-12,Indonesia,south_east_asian,299,42,250,269.0,43.0,222.0
2003-06-12,Malaysia,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-12,Philippines,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-12,Singapore,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-12,Thailand,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-12,Viet Nam,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-12,China,east_asian,7775,715,6185,7477.0,674.0,5936.0
2003-06-12,"Hong Kong SAR, China",east_asian,7775,715,6185,1.0,1.0,1.0
2003-06-12,"Macao SAR, China",east_asian,7775,715,6185,1.0,1.0,1.0
2003-06-12,"Taiwan, China",east_asian,7775,715,6185,1.0,1.0,1.0
2003-06-12,Republic of Korea,east_asian,7775,715,6185,1.0,1.0,1.0
2003-06-13,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-13,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-13,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-13,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-13,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-13,Indonesia,south_east_asian,299,42,250,269.0,43.0,222.0
2003-06-13,Malaysia,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-13,Philippines,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-13,Singapore,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-13,Thailand,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-13,Viet Nam,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-13,China,east_asian,7779,717,6299,7481.0,676.0,6050.0
2003-06-13,"Hong Kong SAR, China",east_asian,7779,717,6299,1.0,1.0,1.0
2003-06-13,"Macao SAR, China",east_asian,7779,717,6299,1.0,1.0,1.0
2003-06-13,"Taiwan, China",east_asian,7779,717,6299,1.0,1.0,1.0
2003-06-13,Republic of Korea,east_asian,7779,717,6299,1.0,1.0,1.0
2003-06-16,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-16,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-16,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-16,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-16,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-16,Indonesia,south_east_asian,299,42,250,269.0,43.0,222.0
2003-06-16,Malaysia,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-16,Philippines,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-16,Singapore,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-16,Thailand,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-16,Viet Nam,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-16,China,east_asian,7783,724,6489,7485.0,683.0,6240.0
2003-06-16,"Hong Kong SAR, China",east_asian,7783,724,6489,1.0,1.0,1.0
2003-06-16,"Macao SAR, China",east_asian,7783,724,6489,1.0,1.0,1.0
2003-06-16,"Taiwan, China",east_asian,7783,724,6489,1.0,1.0,1.0
2003-06-16,Republic of Korea,east_asian,7783,724,6489,1.0,1.0,1.0
2003-06-17,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-17,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-17,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-17,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-17,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-17,Indonesia,south_east_asian,299,42,250,269.0,43.0,222.0
2003-06-17,Malaysia,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-17,Philippines,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-17,Singapore,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-17,Thailand,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-17,Viet Nam,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-17,China,east_asian,7782,724,6576,7484.0,683.0,6327.0
2003-06-17,"Hong Kong SAR, China",east_asian,7782,724,6576,1.0,1.0,1.0
2003-06-17,"Macao SAR, China",east_asian,7782,724,6576,1.0,1.0,1.0
2003-06-17,"Taiwan, China",east_asian,7782,724,6576,1.0,1.0,1.0
2003-06-17,Republic of Korea,east_asian,7782,724,6576,1.0,1.0,1.0
2003-06-18,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-18,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-18,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-18,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-18,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-18,Indonesia,south_east_asian,299,42,250,269.0,43.0,222.0
2003-06-18,Malaysia,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-18,Philippines,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-18,Singapore,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-18,Thailand,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-18,Viet Nam,south_east_asian,299,42,250,1.0,1.0,1.0
2003-06-18,China,east_asian,7782,725,6628,7484.0,684.0,6379.0
2003-06-18,"Hong Kong SAR, China",east_asian,7782,725,6628,1.0,1.0,1.0
2003-06-18,"Macao SAR, China",east_asian,7782,725,6628,1.0,1.0,1.0
2003-06-18,"Taiwan, China",east_asian,7782,725,6628,1.0,1.0,1.0
2003-06-18,Republic of Korea,east_asian,7782,725,6628,1.0,1.0,1.0
2003-06-19,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-19,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-19,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-19,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-19,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-19,Indonesia,south_east_asian,299,42,251,269.0,43.0,223.0
2003-06-19,Malaysia,south_east_asian,299,42,251,1.0,1.0,1.0
2003-06-19,Philippines,south_east_asian,299,42,251,1.0,1.0,1.0
2003-06-19,Singapore,south_east_asian,299,42,251,1.0,1.0,1.0
2003-06-19,Thailand,south_east_asian,299,42,251,1.0,1.0,1.0
2003-06-19,Viet Nam,south_east_asian,299,42,251,1.0,1.0,1.0
2003-06-19,China,east_asian,7780,727,6658,7482.0,686.0,6408.0
2003-06-19,"Hong Kong SAR, China",east_asian,7780,727,6658,1.0,1.0,1.0
2003-06-19,"Macao SAR, China",east_asian,7780,727,6658,1.0,1.0,1.0
2003-06-19,"Taiwan, China",east_asian,7780,727,6658,1.0,1.0,1.0
2003-06-19,Republic of Korea,east_asian,7780,727,6658,1.0,1.0,1.0
2003-06-20,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-20,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-20,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-20,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-20,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-20,Indonesia,south_east_asian,299,42,251,269.0,43.0,223.0
2003-06-20,Malaysia,south_east_asian,299,42,251,1.0,1.0,1.0
2003-06-20,Philippines,south_east_asian,299,42,251,1.0,1.0,1.0
2003-06-20,Singapore,south_east_asian,299,42,251,1.0,1.0,1.0
2003-06-20,Thailand,south_east_asian,299,42,251,1.0,1.0,1.0
2003-06-20,Viet Nam,south_east_asian,299,42,251,1.0,1.0,1.0
2003-06-20,China,east_asian,7780,727,6693,7482.0,686.0,6443.0
2003-06-20,"Hong Kong SAR, China",east_asian,7780,727,6693,1.0,1.0,1.0
2003-06-20,"Macao SAR, China",east_asian,7780,727,6693,1.0,1.0,1.0
2003-06-20,"Taiwan, China",east_asian,7780,727,6693,1.0,1.0,1.0
2003-06-20,Republic of Korea,east_asian,7780,727,6693,1.0,1.0,1.0
2003-06-23,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-23,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-23,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-23,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-23,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-23,Indonesia,south_east_asian,299,42,252,269.0,43.0,224.0
2003-06-23,Malaysia,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-23,Philippines,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-23,Singapore,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-23,Thailand,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-23,Viet Nam,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-23,China,east_asian,7777,727,6796,7479.0,686.0,6545.0
2003-06-23,"Hong Kong SAR, China",east_asian,7777,727,6796,1.0,1.0,1.0
2003-06-23,"Macao SAR, China",east_asian,7777,727,6796,1.0,1.0,1.0
2003-06-23,"Taiwan, China",east_asian,7777,727,6796,1.0,1.0,1.0
2003-06-23,Republic of Korea,east_asian,7777,727,6796,1.0,1.0,1.0
2003-06-24,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-24,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-24,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-24,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-24,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-24,Indonesia,south_east_asian,299,42,252,269.0,43.0,224.0
2003-06-24,Malaysia,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-24,Philippines,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-24,Singapore,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-24,Thailand,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-24,Viet Nam,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-24,China,east_asian,7772,727,6814,7474.0,686.0,6563.0
2003-06-24,"Hong Kong SAR, China",east_asian,7772,727,6814,1.0,1.0,1.0
2003-06-24,"Macao SAR, China",east_asian,7772,727,6814,1.0,1.0,1.0
2003-06-24,"Taiwan, China",east_asian,7772,727,6814,1.0,1.0,1.0
2003-06-24,Republic of Korea,east_asian,7772,727,6814,1.0,1.0,1.0
2003-06-25,France,western_europe,31,0,29,0.0,0.0,0.0
2003-06-25,Germany,western_europe,31,0,29,1.0,1.0,1.0
2003-06-25,Italy,western_europe,31,0,29,1.0,1.0,1.0
2003-06-25,Spain,western_europe,31,0,29,1.0,1.0,1.0
2003-06-25,United Kingdom,western_europe,31,0,29,1.0,1.0,1.0
2003-06-25,Indonesia,south_east_asian,299,42,252,269.0,43.0,224.0
2003-06-25,Malaysia,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-25,Philippines,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-25,Singapore,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-25,Thailand,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-25,Viet Nam,south_east_asian,299,42,252,1.0,1.0,1.0
2003-06-25,China,east_asian,7772,728,6831,7474.0,687.0,6580.0
2003-06-25,"Hong Kong SAR, China",east_asian,7772,728,6831,1.0,1.0,1.0
2003-06-25,"Macao SAR, China",east_asian,7772,728,6831,1.0,1.0,1.0
2003-06-25,"Taiwan, China",east_asian,7772,728,6831,1.0,1.0,1.0
2003-06-25,Republic of Korea,east_asian,7772,728,6831,1.0,1.0,1.0
2003-06-26,France,western_europe,31,0,29,0.0,0.0,0.0
